2.000	17.937	3.363	1.121	2.616	24.290	4.484	1.868	15.321	3.737	5.979	3.737	3.363	10.837	1.121	0.374	0.000	0.000	0.000	7.474	10.090	5.232	0.000	5.232	4.858	5.605	1.868	18.685	2.242	11.584	10.463	1.495	1.121	1.495	0.747	1.868	2.616	7.100	1.121	68.386	8.221	2.616	0.747	4.484	0.747	0.747	0.374	2.616	0.747	4.484	0.747	11.211	99.776	4.111	1.495	0.000	0.000	7.474	42.227	0.000	1.121	8.221	3.363	0.000	0.747	9.716	1.868	0.374	11.584	0.374	0.000
1.000	22.116	2.168	2.168	0.434	6.938	23.851	2.602	2.168	7.806	31.657	4.337	3.036	10.841	0.867	0.434	0.434	0.867	2.602	5.204	5.204	0.867	2.168	8.673	0.000	8.239	12.576	2.602	1.301	25.585	0.000	9.540	3.469	2.602	2.602	0.000	2.602	6.071	0.000	58.977	1.735	4.337	1.301	11.275	0.867	3.469	0.867	0.867	2.168	3.036	3.469	16.912	90.199	3.036	0.434	3.036	0.000	7.806	41.197	0.434	4.337	0.867	1.301	0.867	1.301	9.107	6.938	11.709	3.903	12.142	0.000
1.000	25.776	4.208	1.578	0.526	12.625	17.885	5.786	3.156	8.417	23.146	7.891	4.734	8.943	3.156	0.526	0.000	0.526	4.208	6.839	6.312	1.052	3.156	11.573	0.000	0.000	17.359	7.891	3.156	32.614	2.630	8.943	8.943	4.734	1.052	0.000	4.208	6.839	0.000	57.864	3.156	2.104	1.052	3.682	0.000	1.052	0.526	2.104	2.104	2.104	3.682	15.255	92.057	5.260	0.000	3.682	0.000	9.469	37.875	0.000	1.578	0.526	1.052	0.000	1.052	9.469	2.630	11.047	5.260	8.417	0.000
1.000	22.306	5.051	3.367	0.000	9.259	20.623	4.209	2.525	7.576	22.727	3.367	4.630	8.838	2.104	0.000	0.000	2.525	1.684	8.838	4.630	2.946	2.525	6.734	0.000	2.525	18.098	1.684	6.734	26.936	3.367	10.522	4.209	1.263	1.684	0.000	1.684	9.680	0.000	61.448	2.946	2.104	2.104	5.051	2.104	0.842	2.525	4.209	1.684	3.788	2.104	17.677	83.754	4.209	1.263	3.367	0.000	6.313	39.562	2.104	2.525	4.630	2.946	1.263	1.263	8.838	1.263	4.630	3.788	6.734	0.000
1.000	26.749	1.029	3.601	0.514	6.173	18.519	1.029	3.601	8.745	14.403	5.144	2.572	8.230	0.000	0.514	0.000	0.000	0.514	3.601	5.144	0.514	3.601	8.230	0.000	4.115	13.889	3.601	1.543	22.634	1.029	8.745	2.572	2.058	1.543	0.514	1.029	6.173	1.029	75.617	2.572	2.572	2.058	4.630	1.029	3.086	0.000	3.086	1.029	1.029	4.115	18.004	105.967	1.029	0.514	1.543	0.000	7.202	46.296	0.000	2.572	1.029	0.000	2.058	0.000	8.745	1.029	3.086	7.716	13.889	0.000
1.000	22.638	1.843	3.159	0.000	5.791	22.374	3.948	3.422	11.582	22.111	5.528	5.001	8.423	1.579	0.263	0.000	0.790	2.632	5.528	5.265	1.053	2.895	5.791	0.000	0.000	16.847	2.632	1.579	34.220	0.526	15.004	6.581	1.053	0.790	0.263	2.106	6.844	1.579	63.175	4.212	2.632	1.579	5.001	1.053	1.843	2.106	1.316	1.579	3.422	1.579	12.372	98.710	2.895	0.263	5.001	0.000	11.056	41.063	0.263	3.422	0.526	0.526	0.526	0.526	10.529	1.316	7.370	3.422	5.528	0.000
2.000	27.412	7.675	1.096	7.675	22.478	1.096	9.320	9.868	3.838	22.478	2.193	4.934	10.965	3.289	0.000	0.000	1.645	1.096	6.579	7.127	1.096	2.741	1.645	1.645	0.548	6.031	25.219	3.289	13.158	14.803	2.741	6.579	7.675	2.193	0.000	0.000	13.706	0.548	50.439	9.320	0.548	1.645	9.868	0.000	0.000	1.645	1.096	0.548	2.741	0.000	12.061	86.075	6.031	0.548	1.096	0.000	4.386	36.732	0.548	0.000	1.645	1.645	0.548	0.548	12.610	1.645	2.741	3.289	2.193	0.000
2.000	19.744	2.668	2.134	5.069	23.746	2.401	6.403	11.740	4.269	12.273	2.668	4.536	10.406	2.668	2.401	0.800	1.067	0.800	8.538	3.202	2.134	1.868	4.803	0.267	7.737	4.269	24.280	1.334	14.408	12.540	1.334	5.069	2.401	1.067	1.334	3.469	9.872	0.000	44.023	9.072	2.401	1.334	6.403	3.735	0.800	2.134	4.002	0.800	1.868	0.000	16.009	67.503	4.536	0.800	1.868	1.868	6.937	38.687	0.267	1.334	2.401	1.067	2.935	0.534	12.540	1.601	0.534	12.273	1.067	1.334
1.000	13.341	1.668	5.559	0.000	6.115	31.128	5.003	10.006	12.229	25.014	3.335	1.668	6.115	6.115	0.000	0.000	0.000	2.223	9.450	3.335	0.556	2.779	6.115	0.000	0.000	12.785	6.670	3.335	14.452	1.112	12.785	3.891	1.112	5.003	0.000	1.112	6.115	0.556	54.475	1.112	1.668	4.447	0.000	3.891	1.112	1.112	0.556	0.556	3.891	0.000	15.564	102.835	4.447	2.223	0.000	0.000	7.782	53.363	0.000	3.891	2.223	0.556	0.000	0.000	17.232	1.668	8.338	8.894	2.223	0.000
1.000	15.485	1.222	7.742	0.407	3.260	27.710	2.852	8.557	8.150	19.560	5.705	1.630	5.297	2.037	0.407	0.815	1.222	0.815	4.890	2.852	0.407	2.445	7.742	0.000	0.815	12.632	4.075	2.037	19.152	0.407	9.372	5.705	0.815	0.407	0.000	2.852	6.112	0.407	68.052	3.667	2.037	0.815	8.965	0.407	2.037	1.630	2.037	3.260	2.445	1.630	10.187	103.097	2.445	0.407	2.852	0.815	5.705	46.047	0.407	2.445	1.222	0.815	2.445	0.000	17.930	0.000	6.520	4.482	4.075	0.000
1.000	27.027	3.975	1.590	3.975	27.027	2.385	6.359	7.949	3.180	20.668	1.590	3.180	6.359	0.795	0.795	0.000	1.590	0.000	4.769	2.385	0.795	1.590	2.385	10.334	0.795	3.975	31.002	0.000	22.258	12.719	3.180	4.769	2.385	0.000	0.000	7.154	7.949	0.000	46.900	5.564	3.975	3.180	5.564	8.744	0.000	3.975	2.385	0.795	3.180	2.385	15.103	76.312	3.975	0.795	2.385	0.795	7.949	41.335	0.000	0.795	2.385	2.385	0.795	0.795	15.103	0.000	0.795	11.129	8.744	0.000
2.000	22.862	1.411	4.798	0.282	5.645	24.838	1.693	4.234	9.314	20.886	5.645	3.669	9.032	2.540	0.564	0.282	1.129	3.951	9.879	6.209	1.976	5.080	7.338	3.951	0.847	14.677	4.234	3.669	17.782	1.976	10.725	6.492	3.387	4.234	0.000	2.540	5.080	1.129	57.014	7.621	2.258	1.693	5.927	1.693	1.129	0.282	2.540	0.564	1.693	3.669	11.854	94.270	3.669	0.564	0.282	0.282	7.903	33.305	0.847	0.000	0.000	1.693	1.129	0.282	10.161	2.258	7.056	4.516	2.540	0.000
2.000	16.756	1.523	0.762	1.523	31.988	0.000	11.424	7.616	0.762	12.186	0.000	1.523	16.756	0.762	0.762	0.000	0.000	3.046	6.093	6.093	0.000	0.762	1.523	0.000	0.000	2.285	15.232	7.616	13.709	12.186	9.901	2.285	7.616	3.808	0.000	1.523	9.901	0.000	61.691	6.093	3.808	0.762	6.855	0.762	1.523	1.523	1.523	0.000	1.523	3.808	6.093	95.963	11.424	3.046	1.523	0.762	4.570	37.319	0.000	0.000	3.046	0.000	2.285	0.000	10.663	12.947	1.523	1.523	3.046	0.000
2.000	18.742	4.130	0.318	6.671	26.366	3.177	2.859	11.436	4.130	9.848	4.765	6.353	9.530	0.953	0.318	0.318	0.635	0.953	6.671	9.530	1.906	6.353	5.400	2.541	6.989	4.765	22.554	1.588	18.424	11.118	3.494	0.953	1.906	3.494	0.000	3.494	10.483	1.271	56.226	6.036	1.588	3.177	5.400	0.000	1.588	0.318	2.541	2.541	5.400	2.541	11.118	92.757	2.224	1.906	0.953	0.000	6.036	43.520	0.000	0.953	6.353	1.906	3.177	1.271	9.530	0.635	2.224	6.036	0.953	1.271
1.000	27.055	1.041	3.122	1.041	3.122	18.730	3.122	4.162	8.325	26.015	2.081	2.081	5.203	4.162	1.041	0.000	1.041	3.122	2.081	5.203	0.000	2.081	4.162	10.406	0.000	6.243	2.081	6.243	14.568	7.284	9.365	8.325	6.243	3.122	0.000	4.162	5.203	0.000	58.273	3.122	9.365	0.000	3.122	0.000	3.122	0.000	3.122	0.000	1.041	10.406	18.730	74.922	1.041	0.000	9.365	0.000	5.203	43.704	1.041	2.081	0.000	0.000	0.000	4.162	11.446	3.122	9.365	10.406	14.568	0.000
2.000	9.447	1.889	3.779	0.945	3.307	29.759	1.889	3.307	10.864	24.563	2.834	1.889	5.196	0.000	0.000	0.000	0.945	2.362	5.668	3.779	1.889	1.889	8.030	0.000	0.472	8.975	2.834	3.307	18.895	1.417	10.864	4.251	6.613	2.834	0.472	2.834	4.724	0.000	66.604	4.724	1.889	0.472	3.779	1.889	0.000	1.417	0.472	0.472	0.945	4.251	14.171	130.373	3.307	0.945	1.417	0.000	2.362	30.704	0.000	0.000	1.889	2.834	0.472	0.000	8.030	0.472	15.116	7.085	5.196	0.000
2.000	10.109	6.874	0.809	6.470	33.158	4.852	3.639	10.514	6.066	12.131	4.852	2.426	9.705	0.404	0.404	0.404	0.404	1.213	3.639	6.066	3.235	0.809	6.066	2.831	1.617	4.044	31.541	0.000	9.705	13.344	0.809	2.426	2.022	1.213	0.000	0.404	9.300	0.404	63.081	11.322	2.426	2.022	4.448	0.000	1.617	1.213	1.213	0.404	1.617	1.617	11.727	96.239	5.661	0.000	1.213	0.000	7.683	32.349	0.000	1.617	6.066	2.022	0.404	0.000	8.896	0.809	0.404	12.940	2.831	0.000
2.000	20.476	1.321	0.661	5.284	21.136	2.972	2.642	12.880	4.954	11.559	4.954	5.945	9.247	1.651	0.661	0.000	0.991	0.991	6.275	5.614	4.624	1.651	5.284	4.624	2.312	2.642	28.402	3.963	14.531	14.201	2.642	1.982	2.312	1.982	0.000	4.293	8.917	0.991	57.133	12.880	7.266	1.321	1.321	0.330	1.651	1.321	2.642	0.661	3.963	1.982	21.466	94.122	1.321	1.321	2.642	0.000	9.247	29.062	0.000	1.321	12.219	2.312	0.330	0.000	5.614	0.000	1.321	6.275	3.633	0.000
2.000	19.074	4.065	0.000	4.378	24.078	4.690	2.502	9.381	5.003	16.573	3.440	4.690	8.443	0.938	0.938	0.313	2.814	0.313	8.443	3.127	2.502	4.690	4.065	2.814	9.694	5.629	27.205	2.189	13.446	11.570	2.502	2.502	5.629	2.189	0.000	3.127	10.319	0.000	47.217	6.254	1.876	1.251	4.690	0.313	0.313	0.313	3.440	0.625	2.814	3.752	15.635	72.545	7.505	1.563	1.563	0.000	7.505	43.152	0.625	0.000	5.003	1.251	0.625	1.876	12.821	2.814	0.938	11.570	2.814	0.000
2.000	13.525	9.298	1.691	3.804	40.152	8.030	6.340	9.721	2.536	10.989	2.536	2.959	7.608	0.845	0.423	0.000	0.845	0.845	3.381	6.340	0.845	1.268	1.268	0.423	2.536	1.691	32.967	0.423	8.453	6.340	1.268	3.381	0.423	0.000	0.000	0.845	9.721	1.268	60.440	6.762	3.804	5.495	15.638	0.000	5.917	0.845	3.804	0.423	1.691	0.000	13.525	90.448	2.536	1.268	0.000	0.000	5.917	26.205	0.845	0.423	5.917	1.691	0.000	0.423	7.608	1.268	0.423	16.906	0.423	0.000
2.000	20.672	0.738	3.691	1.107	3.691	37.283	1.107	6.645	10.705	17.350	8.859	4.430	11.074	0.738	0.369	0.000	0.738	1.477	4.430	7.383	1.107	3.691	9.598	0.369	1.846	13.658	2.584	0.738	22.887	1.846	11.074	6.645	2.584	7.752	0.000	1.846	7.014	0.000	57.955	7.014	2.215	3.691	4.799	2.215	0.000	3.691	2.953	1.477	1.477	1.846	17.350	84.164	8.490	0.369	0.738	0.000	6.275	31.008	0.000	0.369	0.738	1.107	0.369	1.107	16.242	1.107	3.691	6.275	2.584	0.000
2.000	24.048	6.680	0.000	3.340	28.724	0.668	10.020	8.684	3.340	8.016	3.340	5.344	6.680	2.672	0.000	0.000	1.336	1.336	3.340	2.672	0.668	2.672	4.008	0.000	3.340	1.336	22.712	0.668	14.696	10.688	4.008	2.004	4.008	1.336	0.000	2.004	4.676	0.000	70.808	8.684	4.008	0.668	6.012	0.000	0.000	1.336	3.340	0.000	1.336	2.672	14.028	101.536	5.344	1.336	2.004	0.668	2.004	35.404	0.668	0.668	0.000	0.668	2.004	0.668	7.348	3.340	4.008	6.012	0.000	0.000
2.000	28.559	3.894	1.298	2.596	25.097	4.327	6.058	15.145	3.029	14.280	0.433	6.058	11.683	0.865	0.865	0.865	0.865	0.865	4.327	4.760	0.433	2.596	2.596	0.433	1.731	3.029	26.828	2.596	14.712	17.741	0.865	6.058	6.058	0.865	0.000	3.894	9.952	0.000	59.714	10.385	2.164	1.731	8.222	0.000	0.000	0.433	0.433	0.433	2.164	3.894	11.683	89.139	2.596	0.865	0.865	0.865	4.760	30.723	0.865	0.433	2.596	1.298	2.596	1.731	8.654	1.298	1.298	11.683	2.596	0.000
1.000	23.773	5.058	4.047	0.506	6.576	22.762	2.023	7.081	9.611	13.151	7.587	3.035	6.576	0.506	0.000	0.000	0.506	1.012	5.058	3.541	2.529	6.070	12.140	0.000	2.023	12.140	2.529	3.541	18.715	2.529	8.093	2.529	3.035	0.506	0.000	1.012	6.576	1.012	76.884	4.552	6.070	1.517	5.564	0.000	2.023	2.529	2.529	1.012	2.529	0.506	12.645	84.977	7.081	0.506	1.517	0.000	7.587	35.407	0.000	2.023	1.012	5.564	0.000	0.506	12.645	1.517	3.541	7.081	4.047	0.000
1.000	14.304	1.300	4.551	0.000	6.502	26.658	0.650	7.152	9.753	23.407	0.650	2.601	2.601	3.251	0.650	0.650	0.650	2.601	2.601	9.103	0.000	0.000	4.551	0.000	0.000	8.453	2.601	1.300	24.707	0.650	10.403	9.103	0.650	1.300	0.000	1.951	8.453	0.650	59.818	0.000	5.852	3.251	8.453	0.650	6.502	3.251	0.650	0.650	3.901	1.951	12.354	107.932	3.901	1.300	0.000	0.000	9.103	53.316	0.000	2.601	0.650	0.650	1.300	0.650	11.704	0.000	4.551	3.901	7.152	0.000
1.000	17.531	2.922	0.000	6.574	37.253	1.461	5.844	7.305	2.922	12.418	0.730	2.922	3.652	4.383	0.000	0.000	1.461	2.922	9.496	3.652	5.113	4.383	7.305	0.000	2.191	4.383	21.914	2.191	13.879	11.687	1.461	0.730	6.574	2.922	0.000	0.730	5.844	0.730	59.167	1.461	4.383	2.922	9.496	0.000	0.730	0.730	0.730	1.461	0.730	2.922	12.418	97.151	16.801	0.000	0.730	0.730	2.922	35.062	1.461	3.652	0.000	1.461	0.730	6.574	0.000	0.000	13.879	6.574	2.191	0.000
1.000	23.619	4.011	4.456	0.000	5.348	16.043	5.348	5.348	9.804	29.857	0.891	4.011	9.358	1.783	0.000	0.000	0.000	0.891	5.793	5.348	1.337	3.565	0.000	0.000	0.000	18.717	4.902	2.674	35.205	2.228	12.478	4.456	1.783	2.674	0.000	1.783	5.793	0.446	63.725	2.674	2.674	0.446	8.467	0.000	0.891	2.228	2.674	1.337	1.783	3.119	20.499	98.485	6.239	0.446	3.565	0.446	7.130	38.324	0.000	3.565	0.000	0.891	2.674	0.000	7.130	3.119	9.358	3.119	12.478	0.000
1.000	19.338	3.053	2.545	0.000	3.562	22.901	4.071	3.562	11.196	24.936	5.089	5.598	7.125	6.107	0.000	0.000	0.509	4.071	11.705	4.071	0.000	5.089	5.598	0.000	1.018	14.758	12.214	2.036	24.936	3.053	7.634	4.580	1.527	6.107	0.000	2.545	3.562	0.000	56.489	4.071	2.545	0.509	10.178	1.527	0.000	2.036	1.018	0.509	2.545	1.527	15.776	82.443	4.071	0.509	2.545	0.509	8.651	38.168	0.000	6.616	1.527	0.509	3.053	0.509	10.178	3.562	5.598	6.107	11.196	0.000
1.000	20.344	2.712	2.712	0.000	5.877	21.700	3.617	8.590	9.042	18.987	5.425	4.069	1.808	3.165	0.000	0.452	0.904	0.904	11.754	5.425	0.904	2.712	7.233	0.000	0.000	10.398	4.973	5.425	24.864	0.904	7.233	2.712	1.808	1.808	0.452	3.617	6.781	0.452	61.031	4.973	3.617	1.356	5.425	2.712	1.356	2.712	1.356	1.808	1.356	1.356	19.439	83.183	4.521	0.452	4.069	0.000	6.329	47.920	0.904	4.521	0.904	0.452	2.260	1.356	12.206	1.808	7.233	5.425	9.042	0.000
1.000	26.138	2.530	0.843	1.686	32.040	0.000	4.216	7.589	2.530	14.334	5.059	5.902	5.902	1.686	0.000	0.843	0.843	0.843	10.118	5.059	5.059	4.216	8.432	0.000	0.000	1.686	25.295	0.000	10.961	13.491	3.373	2.530	3.373	3.373	0.000	1.686	10.118	0.843	64.081	4.216	0.843	0.843	9.275	13.491	0.000	0.000	1.686	4.216	1.686	4.216	10.118	75.042	5.059	0.000	4.216	0.000	4.216	43.845	0.000	1.686	3.373	5.902	0.843	1.686	6.745	2.530	5.902	8.432	0.843	0.000
1.000	26.362	4.687	1.172	0.586	5.272	22.261	4.101	2.929	9.373	22.261	2.929	3.515	8.787	1.172	0.586	1.172	0.586	1.757	5.858	8.787	2.343	2.929	5.272	0.000	11.131	16.989	1.757	5.272	21.675	0.000	7.616	5.858	3.515	2.343	0.000	0.586	4.101	0.000	55.653	4.101	4.687	1.172	9.959	0.000	0.586	3.515	2.929	1.172	2.929	2.929	12.888	101.347	8.202	0.586	1.757	0.000	4.101	43.937	0.000	1.757	1.757	1.757	2.929	1.172	10.545	4.101	4.687	7.616	9.373	0.000
